country,continent,population,date,total_cases,new_cases,total_deaths,new_deaths,total_recovered,total_tests
S-Korea,Asia,51000000,2020-05-04,19233,2832,399,45,2395,258051
S-Korea,Asia,51000000,2020-05-05,20915,1682,446,47,2537,299306
S-Korea,Asia,51000000,2020-05-06,25151,4236,542,96,3085,388546
S-Korea,Asia,51000000,2020-05-07,29207,4056,614,72,3490,388546
S-Korea,Asia,51000000,2020-05-08,32448,3241,686,72,4150,460748
S-Korea,Asia,51000000,2020-05-09,36056,3608,795,109,4584,476609
S-Korea,Asia,51000000,2020-05-10,39511,3455,863,68,5127,522126
S-Korea,Asia,51000000,2020-05-11,47872,8361,1058,195,6050,718010
S-Korea,Asia,51000000,2020-05-12,52465,4593,1162,104,7196,718010
S-Korea,Asia,51000000,2020-05-13,54345,1880,1191,29,8237,718010
S-Korea,Asia,51000000,2020-05-14,64929,10584,1428,237,9303,956423
S-Korea,Asia,51000000,2020-05-15,71079,6150,1548,120,11085,1010432
S-Korea,Asia,51000000,2020-05-16,77314,6235,1716,168,12249,1055479
S-Korea,Asia,51000000,2020-05-17,85171,7857,1787,71,13711,1192998
S-Korea,Asia,51000000,2020-05-18,92472,7301,1995,208,15448,1298450
S-Korea,Asia,51000000,2020-05-19,104274,11802,2304,309,16349,1605772
S-Korea,Asia,51000000,2020-05-20,108795,4521,2395,91,20469,1605772
S-Korea,Asia,51000000,2020-05-21,119238,10443,2585,190,25749,1605772
S-Korea,Asia,51000000,2020-05-22,128317,9079,2760,175,27244,1772852
S-Korea,Asia,51000000,2020-05-23,131540,3223,2896,136,30928,1772852
S-Korea,Asia,51000000,2020-05-24,154847,23307,3341,445,31989,2081860
S-Korea,Asia,51000000,2020-05-25,154847,0,3341,0,42111,2081860
S-Korea,Asia,51000000,2020-05-26,163547,8700,3624,283,46845,2170164
S-Korea,Asia,51000000,2020-05-27,167219,3672,3624,0,48424,2324444
S-Korea,Asia,51000000,2020-05-28,184789,17570,4016,392,54414,2508799
S-Korea,Asia,51000000,2020-05-29,184789,0,4016,0,58761,2663599
S-Korea,Asia,51000000,2020-05-30,193635,8846,4016,0,67588,2663599
S-Korea,Asia,51000000,2020-05-31,195790,2155,4277,261,74360,2729216
S-Korea,Asia,51000000,2020-06-01,197575,1785,4420,143,76665,2729216
S-Korea,Asia,51000000,2020-06-02,200999,3424,4420,0,85056,2808099
S-Korea,Asia,51000000,2020-06-03,209303,8304,4485,65,99990,2808099
S-Korea,Asia,51000000,2020-06-04,217036,7733,4752,267,108572,2829622
S-Korea,Asia,51000000,2020-06-05,217036,0,4752,0,111423,3053410
S-Korea,Asia,51000000,2020-06-06,222138,5102,4816,64,111423,3053410
S-Korea,Asia,51000000,2020-06-07,232087,9949,5022,206,136920,3217330
S-Korea,Asia,51000000,2020-06-08,240258,8171,5102,80,136920,3443040
S-Korea,Asia,51000000,2020-06-09,240258,0,5316,214,147031,3443040
S-Korea,Asia,51000000,2020-06-10,243751,3493,5379,63,147031,3443040
S-Korea,Asia,51000000,2020-06-11,244841,1090,5379,0,160000,3443040
S-Korea,Asia,51000000,2020-06-12,244841,0,5379,0,166437,3533562
S-Korea,Asia,51000000,2020-06-13,248602,3761,5564,185,176389,3533562
S-Korea,Asia,51000000,2020-06-14,248602,0,5564,0,176389,3533562
S-Korea,Asia,51000000,2020-06-15,253937,5335,5564,0,176389,3533562
S-Korea,Asia,51000000,2020-06-16,253937,0,5710,146,184089,3579131
S-Korea,Asia,51000000,2020-06-17,253937,0,5710,0,188133,3637943
S-Korea,Asia,51000000,2020-06-18,253937,0,5710,0,188133,3850601
China,Asia,1440000000,2020-03-01,27777,27777,486,486,24180,408065
China,Asia,1440000000,2020-03-02,29620,1843,529,43,24180,439719
China,Asia,1440000000,2020-03-03,33719,4099,587,58,25499,509299
China,Asia,1440000000,2020-03-04,36177,2458,616,29,25499,509299
China,Asia,1440000000,2020-03-05,39715,3538,701,85,25499,642560
China,Asia,1440000000,2020-03-06,40803,1088,702,1,25892,642560
China,Asia,1440000000,2020-03-07,44538,3735,769,67,25892,644909
China,Asia,1440000000,2020-03-08,52034,7496,947,178,25892,818605
China,Asia,1440000000,2020-03-09,54109,2075,958,11,25915,818605
China,Asia,1440000000,2020-03-10,54251,142,969,11,25915,818605
China,Asia,1440000000,2020-03-11,62716,8465,1088,119,25915,876001
China,Asia,1440000000,2020-03-12,67079,4363,1146,58,25915,986855
China,Asia,1440000000,2020-03-13,71097,4018,1236,90,25915,1018680
China,Asia,1440000000,2020-03-14,77065,5968,1399,163,25915,1161975
China,Asia,1440000000,2020-03-15,81935,4870,1432,33,25915,1178553
China,Asia,1440000000,2020-03-16,89522,7587,1578,146,25915,1349557
China,Asia,1440000000,2020-03-17,96125,6603,1730,152,28415,1461734
China,Asia,1440000000,2020-03-18,102726,6601,1730,0,31425,1558581
China,Asia,1440000000,2020-03-19,113828,11102,2037,307,36207,1725643
China,Asia,1440000000,2020-03-20,121270,7442,2145,108,36345,1811970
China,Asia,1440000000,2020-03-21,137631,16361,2410,265,36828,1963460
China,Asia,1440000000,2020-03-22,150270,12639,2642,232,46596,2013780
China,Asia,1440000000,2020-03-23,156921,6651,2734,92,46596,2375955
China,Asia,1440000000,2020-03-24,168783,11862,3024,290,46596,2375955
China,Asia,1440000000,2020-03-25,187940,19157,3139,115,53492,2843879
China,Asia,1440000000,2020-03-26,198739,10799,3429,290,58959,2949387
China,Asia,1440000000,2020-03-27,228728,29989,3962,533,58959,3394689
China,Asia,1440000000,2020-03-28,228728,0,3962,0,67282,3403997
China,Asia,1440000000,2020-03-29,234548,5820,4167,205,71512,3589542
China,Asia,1440000000,2020-03-30,263727,29179,4524,357,81835,3732552
China,Asia,1440000000,2020-03-31,299093,35366,5084,560,81835,4520016
China,Asia,1440000000,2020-04-01,326254,27161,5895,811,93304,5115662
China,Asia,1440000000,2020-04-02,339769,13515,5895,0,95421,5254034
China,Asia,1440000000,2020-04-03,372753,32984,6456,561,109323,5851630
China,Asia,1440000000,2020-04-04,399196,26443,6994,538,121433,5856438
China,Asia,1440000000,2020-04-05,441618,42422,7436,442,132359,6542934
China,Asia,1440000000,2020-04-06,498869,57251,9062,1626,132989,8116536
China,Asia,1440000000,2020-04-07,498869,0,9062,0,137833,8116536
China,Asia,1440000000,2020-04-08,585711,86842,10260,1198,160709,8826624
China,Asia,1440000000,2020-04-09,611988,26277,10926,666,170061,9559678
China,Asia,1440000000,2020-04-10,634765,22777,11148,222,200603,9559678
China,Asia,1440000000,2020-04-11,702220,67455,12258,1110,200603,10377619
China,Asia,1440000000,2020-04-12,746609,44389,13176,918,201078,11352286
China,Asia,1440000000,2020-04-13,818191,71582,13992,816,238861,12135819
China,Asia,1440000000,2020-04-14,883090,64899,15547,1555,270315,14129594
China,Asia,1440000000,2020-04-15,961518,78428,16369,822,279985,14617529
China,Asia,1440000000,2020-04-16,983193,21675,16989,620,294668,15273240
China,Asia,1440000000,2020-04-17,1113519,130326,20001,3012,337372,15883648
China,Asia,1440000000,2020-04-18,1155881,42362,20001,0,367680,17187541
China,Asia,1440000000,2020-04-19,1259894,104013,22127,2126,368927,18720028
China,Asia,1440000000,2020-04-20,1402795,142901,24536,2409,434875,21412274
China,Asia,1440000000,2020-04-21,1456621,53826,25898,1362,434875,22199383
China,Asia,1440000000,2020-04-22,1604415,147794,28564,2666,510529,23873348
China,Asia,1440000000,2020-04-23,1728570,124155,31638,3074,511784,26463672
China,Asia,1440000000,2020-04-24,1848128,119558,31638,0,568281,30371823
China,Asia,1440000000,2020-04-25,1909567,61439,33175,1537,616203,30371823
China,Asia,1440000000,2020-04-26,2162694,253127,38552,5377,648497,31132706
China,Asia,1440000000,2020-04-27,2303591,140897,39876,1324,672734,36341548
China,Asia,1440000000,2020-04-28,2626037,322446,43081,3205,793174,41971788
China,Asia,1440000000,2020-04-29,2626037,0,45096,2015,820303,41971788
China,Asia,1440000000,2020-04-30,2925660,299623,51624,6528,863365,45632424
China,Asia,1440000000,2020-05-01,3002647,76987,52707,1083,956720,45632424
China,Asia,1440000000,2020-05-02,3229733,227086,57131,4424,956720,49201648
China,Asia,1440000000,2020-05-03,3670037,440304,63629,6498,1140398,54124196
China,Asia,1440000000,2020-05-04,3720686,50649,64431,802,1225055,61461694
China,Asia,1440000000,2020-05-05,4090935,370249,72459,8028,1225055,61591462
China,Asia,1440000000,2020-05-06,4284935,194000,74595,2136,1383837,69623011
China,Asia,1440000000,2020-05-07,4433214,148279,77348,2753,1442882,69623011
China,Asia,1440000000,2020-05-08,4828355,395141,83714,6366,1691244,70890528
China,Asia,1440000000,2020-05-09,5110815,282460,87925,4211,1691244,74061079
China,Asia,1440000000,2020-05-10,5475706,364891,95539,7614,1805341,76760728
China,Asia,1440000000,2020-05-11,6190421,714715,107363,11824,2086631,89552766
China,Asia,1440000000,2020-05-12,6314165,123744,113581,6218,2335629,99166235
China,Asia,1440000000,2020-05-13,6314165,0,113581,0,2335629,99166235
China,Asia,1440000000,2020-05-14,7396223,1082058,129009,15428,2584869,110631057
China,Asia,1440000000,2020-05-15,7493677,97454,132891,3882,2584869,117749339
China,Asia,1440000000,2020-05-16,8043401,549724,142233,9342,2911619,121283646
China,Asia,1440000000,2020-05-17,8656673,613272,155138,12905,3169463,132226718
China,Asia,1440000000,2020-05-18,8656673,0,155138,0,3377395,132226718
China,Asia,1440000000,2020-05-19,9268176,611503,159940,4802,3384367,141574008
China,Asia,1440000000,2020-05-20,9604968,336792,165702,5762,3648734,141574008
China,Asia,1440000000,2020-05-21,10019762,414794,171459,5757,3858914,160339020
China,Asia,1440000000,2020-05-22,10516758,496996,181578,10119,4444731,160339020
China,Asia,1440000000,2020-05-23,11142053,625295,191947,10369,4444731,161366593
China,Asia,1440000000,2020-05-24,12013791,871738,212870,20923,5103864,176281075
China,Asia,1440000000,2020-05-25,12392596,378805,212870,0,5103864,183293370
China,Asia,1440000000,2020-05-26,12724799,332203,219510,6640,5322960,195919613
China,Asia,1440000000,2020-05-27,13594919,870120,235970,16460,5546083,195919613
China,Asia,1440000000,2020-05-28,13594919,0,236825,855,6556175,195919613
China,Asia,1440000000,2020-05-29,14144279,549360,251323,14498,6585147,196970252
China,Asia,1440000000,2020-05-30,14783423,639144,256551,5228,6751474,230034603
China,Asia,1440000000,2020-05-31,15262637,479214,265314,8763,7831819,230034603
China,Asia,1440000000,2020-06-01,16269778,1007141,282012,16698,7876460,243857610
China,Asia,1440000000,2020-06-02,16269778,0,288824,6812,8357877,243857610
China,Asia,1440000000,2020-06-03,17234118,964340,302384,13560,8922784,255908694
China,Asia,1440000000,2020-06-04,17234118,0,302384,0,8922784,255908694
China,Asia,1440000000,2020-06-05,17818147,584029,306564,4180,9149212,255908694
China,Asia,1440000000,2020-06-06,17947104,128957,319980,13416,9552546,282336612
China,Asia,1440000000,2020-06-07,18172521,225417,320998,1018,11073580,282336612
China,Asia,1440000000,2020-06-08,19006794,834273,342217,21219,11073580,282336612
China,Asia,1440000000,2020-06-09,19435946,429152,348108,5891,11898889,324035750
China,Asia,1440000000,2020-06-10,19435946,0,348108,0,12765896,324035750
China,Asia,1440000000,2020-06-11,20409119,973173,348108,0,12765896,324035750
China,Asia,1440000000,2020-06-12,20409119,0,368062,19954,12765896,324035750
China,Asia,1440000000,2020-06-13,20583030,173911,368062,0,13011520,331279736
China,Asia,1440000000,2020-06-14,20583030,0,368062,0,14126750,331279736
China,Asia,1440000000,2020-06-15,21121074,538044,368062,0,15355810,331279736
China,Asia,1440000000,2020-06-16,21121074,0,368062,0,15355810,331975370
China,Asia,1440000000,2020-06-17,22254469,1133395,385578,17516,15936982,333757617
China,Asia,1440000000,2020-06-18,22254469,0,394348,8770,16000974,343601597
Canada,North-America,38000000,2020-03-01,177,177,2,2,149,1485
Canada,North-America,38000000,2020-03-02,200,23,2,0,154,1630
Canada,North-America,38000000,2020-03-03,236,36,3,1,166,2093
Canada,North-America,38000000,2020-03-04,254,18,3,0,166,2093
Canada,North-America,38000000,2020-03-05,282,28,3,0,166,2255
Canada,North-America,38000000,2020-03-06,328,46,4,1,166,2829
Canada,North-America,38000000,2020-03-07,369,41,5,1,166,3371
Canada,North-America,38000000,2020-03-08,398,29,5,0,166,3379
Canada,North-America,38000000,2020-03-09,456,58,6,1,166,3840
Canada,North-America,38000000,2020-03-10,498,42,7,1,166,4141
Canada,North-America,38000000,2020-03-11,578,80,8,1,166,5098
Canada,North-America,38000000,2020-03-12,647,69,9,1,166,5335
Canada,North-America,38000000,2020-03-13,753,106,10,1,166,6936
Canada,North-America,38000000,2020-03-14,814,61,11,1,166,6936
Canada,North-America,38000000,2020-03-15,893,79,12,1,166,7866
Canada,North-America,38000000,2020-03-16,1064,171,14,2,175,9251
Canada,North-America,38000000,2020-03-17,1179,115,16,2,203,10447
Canada,North-America,38000000,2020-03-18,1297,118,18,2,203,10570
Canada,North-America,38000000,2020-03-19,1525,228,21,3,227,14279
Canada,North-America,38000000,2020-03-20,1657,132,22,1,276,14279
Canada,North-America,38000000,2020-03-21,1891,234,26,4,293,16676
Canada,North-America,38000000,2020-03-22,2166,275,29,3,326,18588
Canada,North-America,38000000,2020-03-23,2317,151,33,4,391,20409
Canada,North-America,38000000,2020-03-24,2709,392,36,3,395,21651
Canada,North-America,38000000,2020-03-25,3117,408,44,8,501,26568
Canada,North-America,38000000,2020-03-26,3342,225,46,2,548,31707
Canada,North-America,38000000,2020-03-27,3596,254,50,4,666,31707
Canada,North-America,38000000,2020-03-28,4299,703,60,10,707,38718
Canada,North-America,38000000,2020-03-29,4881,582,67,7,749,40724
Canada,North-America,38000000,2020-03-30,5983,1102,84,17,836,55876
Canada,North-America,38000000,2020-03-31,5983,0,84,0,959,55876
Canada,North-America,38000000,2020-04-01,6428,445,91,7,1058,55876
Canada,North-America,38000000,2020-04-02,7882,1454,112,21,1308,70091
Canada,North-America,38000000,2020-04-03,8707,825,125,13,1402,74445
Canada,North-America,38000000,2020-04-04,9791,1084,139,14,1532,84108
Canada,North-America,38000000,2020-04-05,11308,1517,155,16,1723,94903
Canada,North-America,38000000,2020-04-06,11982,674,171,16,2007,94903
Canada,North-America,38000000,2020-04-07,13948,1966,191,20,2405,112583
Canada,North-America,38000000,2020-04-08,15526,1578,215,24,2759,127792
Canada,North-America,38000000,2020-04-09,17931,2405,252,37,2894,142701
Canada,North-America,38000000,2020-04-10,19887,1956,275,23,2895,172209
Canada,North-America,38000000,2020-04-11,21427,1540,299,24,3456,191409
Canada,North-America,38000000,2020-04-12,25005,3578,358,59,4242,209930
Canada,North-America,38000000,2020-04-13,26920,1915,374,16,5164,211314
Canada,North-America,38000000,2020-04-14,29165,2245,402,28,5164,250793
Canada,North-America,38000000,2020-04-15,35254,6089,483,81,5415,305477
Canada,North-America,38000000,2020-04-16,36873,1619,547,64,7058,323175
Canada,North-America,38000000,2020-04-17,41379,4506,576,29,7058,333107
Canada,North-America,38000000,2020-04-18,46745,5366,658,82,8417,333910
Canada,North-America,38000000,2020-04-19,51759,5014,728,70,10162,462706
Canada,North-America,38000000,2020-04-20,56254,4495,808,80,10162,469831
Canada,North-America,38000000,2020-04-21,63291,7037,880,72,12662,535704
Canada,North-America,38000000,2020-04-22,68123,4832,941,61,12825,590316
Canada,North-America,38000000,2020-04-23,77579,9456,1083,142,14841,665941
Canada,North-America,38000000,2020-04-24,88283,10704,1222,139,15962,759927
Canada,North-America,38000000,2020-04-25,100477,12194,1373,151,17667,837701
Canada,North-America,38000000,2020-04-26,107022,6545,1449,76,21412,896977
Canada,North-America,38000000,2020-04-27,112207,5185,1579,130,22957,942676
Canada,North-America,38000000,2020-04-28,130854,18647,1825,246,26232,1163743
Canada,North-America,38000000,2020-04-29,135270,4416,1955,130,29438,1163743
Canada,North-America,38000000,2020-04-30,154354,19084,2148,193,29994,1204205
Canada,North-America,38000000,2020-05-01,163758,9404,2287,139,35423,1451990
Canada,North-America,38000000,2020-05-02,172408,8650,2484,197,40351,1570499
Canada,North-America,38000000,2020-05-03,195538,23130,2658,174,41876,1725085
Canada,North-America,38000000,2020-05-04,205782,10244,2940,282,49739,1867072
Canada,North-America,38000000,2020-05-05,215611,9829,2983,43,57875,1867072
Canada,North-America,38000000,2020-05-06,233860,18249,3215,232,57875,2069817
Canada,North-America,38000000,2020-05-07,255779,21919,3625,410,67871,2216733
Canada,North-America,38000000,2020-05-08,262954,7175,3708,83,81084,2318596
Canada,North-America,38000000,2020-05-09,278664,15710,3831,123,91087,2333757
Canada,North-America,38000000,2020-05-10,296824,18160,4196,365,94439,2429310
Canada,North-America,38000000,2020-05-11,303506,6682,4401,205,94439,2715996
Canada,North-America,38000000,2020-05-12,314828,11322,4501,100,110557,2715996
Canada,North-America,38000000,2020-05-13,323073,8245,4555,54,116942,2952808
Canada,North-America,38000000,2020-05-14,335701,12628,4670,115,138208,2952808
Canada,North-America,38000000,2020-05-15,368052,32351,5168,498,138900,3097321
Canada,North-America,38000000,2020-05-16,368603,551,5235,67,143702,3186502
Canada,North-America,38000000,2020-05-17,390753,22150,5472,237,183699,3574755
Canada,North-America,38000000,2020-05-18,390753,0,5547,75,189680,3574755
Canada,North-America,38000000,2020-05-19,395046,4293,5665,118,195126,3574755
Canada,North-America,38000000,2020-05-20,403440,8394,5665,0,213795,3821672
Canada,North-America,38000000,2020-05-21,430940,27500,6083,418,237725,3821672
Canada,North-America,38000000,2020-05-22,430940,0,6123,40,245520,3821672
Canada,North-America,38000000,2020-05-23,437471,6531,6123,0,245520,3889324
Canada,North-America,38000000,2020-05-24,437471,0,6123,0,255630,3889324
Canada,North-America,38000000,2020-05-25,451940,14469,6549,426,287076,4111568
Canada,North-America,38000000,2020-05-26,462910,10970,6549,0,287076,4111568
Canada,North-America,38000000,2020-05-27,462910,0,6549,0,287076,4111568
Canada,North-America,38000000,2020-05-28,462919,9,6549,0,306727,4111568
Canada,North-America,38000000,2020-05-29,462919,0,6549,0,327820,4111568
Canada,North-America,38000000,2020-05-30,467163,4244,6549,0,327820,4111568
Canada,North-America,38000000,2020-05-31,468023,860,6571,22,342572,4111568
Canada,North-America,38000000,2020-06-01,468023,0,6571,0,359407,4111568
Canada,North-America,38000000,2020-06-02,501210,33187,6824,253,359407,4111568
Canada,North-America,38000000,2020-06-03,501210,0,6963,139,379809,4244835
Canada,North-America,38000000,2020-06-04,503910,2700,7041,78,379809,4390218
Canada,North-America,38000000,2020-06-05,503910,0,7041,0,400780,4390218
Canada,North-America,38000000,2020-06-06,503910,0,7189,148,400780,4447803
Canada,North-America,38000000,2020-06-07,503910,0,7189,0,415493,4447803
Canada,North-America,38000000,2020-06-08,503910,0,7190,1,415493,4702102
Canada,North-America,38000000,2020-06-09,503910,0,7190,0,415493,4702102
Canada,North-America,38000000,2020-06-10,503910,0,7190,0,415493,4702102
Canada,North-America,38000000,2020-06-11,503910,0,7190,0,432339,4702102
Canada,North-America,38000000,2020-06-12,503910,0,7292,102,432339,4702102
Canada,North-America,38000000,2020-06-13,503910,0,7292,0,432339,4702102
Canada,North-America,38000000,2020-06-14,516544,12634,7292,0,432339,4702102
Canada,North-America,38000000,2020-06-15,516544,0,7292,0,432339,4702102
Canada,North-America,38000000,2020-06-16,518758,2214,7332,40,474238,4702102
Canada,North-America,38000000,2020-06-17,522297,3539,7332,0,474238,4702102
Canada,North-America,38000000,2020-06-18,522297,0,7332,0,474238,4783269
Mexico,North-America,128000000,2020-03-01,124,124,2,2,105,1643
Mexico,North-America,128000000,2020-03-02,136,12,3,1,109,1653
Mexico,North-America,128000000,2020-03-03,162,26,3,0,110,1842
Mexico,North-America,128000000,2020-03-04,173,11,3,0,113,2224
Mexico,North-America,128000000,2020-03-05,205,32,4,1,113,2755
Mexico,North-America,128000000,2020-03-06,215,10,4,0,113,2755
Mexico,North-America,128000000,2020-03-07,260,45,5,1,113,3244
Mexico,North-America,128000000,2020-03-08,290,30,6,1,113,3804
Mexico,North-America,128000000,2020-03-09,322,32,7,1,113,4106
Mexico,North-America,128000000,2020-03-10,368,46,8,1,113,4395
Mexico,North-America,128000000,2020-03-11,398,30,9,1,113,4847
Mexico,North-America,128000000,2020-03-12,449,51,9,0,113,5539
Mexico,North-America,128000000,2020-03-13,522,73,11,2,113,6466
Mexico,North-America,128000000,2020-03-14,549,27,12,1,113,7213
Mexico,North-America,128000000,2020-03-15,631,82,13,1,113,7412
Mexico,North-America,128000000,2020-03-16,710,79,16,3,113,8967
Mexico,North-America,128000000,2020-03-17,796,86,18,2,129,9788
Mexico,North-America,128000000,2020-03-18,893,97,19,1,143,9889
Mexico,North-America,128000000,2020-03-19,938,45,20,1,173,12052
Mexico,North-America,128000000,2020-03-20,1133,195,25,5,173,14135
Mexico,North-America,128000000,2020-03-21,1283,150,29,4,199,14843
Mexico,North-America,128000000,2020-03-22,1480,197,34,5,226,16668
Mexico,North-America,128000000,2020-03-23,1640,160,36,2,275,21280
Mexico,North-America,128000000,2020-03-24,1768,128,39,3,301,23762
Mexico,North-America,128000000,2020-03-25,2002,234,44,5,307,24909
Mexico,North-America,128000000,2020-03-26,2203,201,50,6,376,26967
Mexico,North-America,128000000,2020-03-27,2515,312,56,6,430,32285
Mexico,North-America,128000000,2020-03-28,2801,286,64,8,465,33511
Mexico,North-America,128000000,2020-03-29,3301,500,72,8,491,39779
Mexico,North-America,128000000,2020-03-30,3628,327,82,10,543,47096
Mexico,North-America,128000000,2020-03-31,4095,467,94,12,634,47740
Mexico,North-America,128000000,2020-04-01,4465,370,98,4,698,58506
Mexico,North-America,128000000,2020-04-02,5038,573,113,15,797,63321
Mexico,North-America,128000000,2020-04-03,5760,722,127,14,931,76060
Mexico,North-America,128000000,2020-04-04,6213,453,132,5,1114,76060
Mexico,North-America,128000000,2020-04-05,7238,1025,163,31,1207,95531
Mexico,North-America,128000000,2020-04-06,8193,955,182,19,1368,100928
Mexico,North-America,128000000,2020-04-07,8799,606,197,15,1511,112450
Mexico,North-America,128000000,2020-04-08,10023,1224,226,29,1702,118918
Mexico,North-America,128000000,2020-04-09,10944,921,237,11,1902,128385
Mexico,North-America,128000000,2020-04-10,13171,2227,294,57,1924,172637
Mexico,North-America,128000000,2020-04-11,14241,1070,316,22,2125,180615
Mexico,North-America,128000000,2020-04-12,16224,1983,355,39,2549,206505
Mexico,North-America,128000000,2020-04-13,17465,1241,390,35,2995,223760
Mexico,North-America,128000000,2020-04-14,19137,1672,434,44,3426,244307
Mexico,North-America,128000000,2020-04-15,21872,2735,467,33,3573,248948
Mexico,North-America,128000000,2020-04-16,25466,3594,555,88,3931,310341
Mexico,North-America,128000000,2020-04-17,28594,3128,628,73,4847,347843
Mexico,North-America,128000000,2020-04-18,31114,2520,690,62,5179,424850
Mexico,North-America,128000000,2020-04-19,33856,2742,766,76,5894,447911
Mexico,North-America,128000000,2020-04-20,38122,4266,862,96,7061,450717
Mexico,North-America,128000000,2020-04-21,43193,5071,1001,139,7061,494118
Mexico,North-America,128000000,2020-04-22,45078,1885,1026,25,8422,578695
Mexico,North-America,128000000,2020-04-23,52847,7769,1161,135,8493,673708
Mexico,North-America,128000000,2020-04-24,55664,2817,1246,85,10747,737937
Mexico,North-America,128000000,2020-04-25,63520,7856,1402,156,11012,740265
Mexico,North-America,128000000,2020-04-26,71045,7525,1567,165,12747,955042
Mexico,North-America,128000000,2020-04-27,77257,6212,1720,153,14581,966612
Mexico,North-America,128000000,2020-04-28,84490,7233,1848,128,16464,1115619
Mexico,North-America,128000000,2020-04-29,95915,11425,2198,350,17551,1205354
Mexico,North-America,128000000,2020-04-30,100014,4099,2204,6,22306,1212639
Mexico,North-America,128000000,2020-05-01,109398,9384,2474,270,23688,1300303
Mexico,North-America,128000000,2020-05-02,117151,7753,2551,77,25705,1552729
Mexico,North-America,128000000,2020-05-03,131533,14382,2934,383,28761,1552729
Mexico,North-America,128000000,2020-05-04,144858,13325,3194,260,33743,1894561
Mexico,North-America,128000000,2020-05-05,152646,7788,3432,238,37277,1957923
Mexico,North-America,128000000,2020-05-06,155767,3121,3503,71,38771,1957923
Mexico,North-America,128000000,2020-05-07,179358,23591,4041,538,46307,2309595
Mexico,North-America,128000000,2020-05-08,193006,13648,4221,180,46307,2375311
Mexico,North-America,128000000,2020-05-09,197148,4142,4249,28,54482,2375311
Mexico,North-America,128000000,2020-05-10,213511,16363,4739,490,58757,2605408
Mexico,North-America,128000000,2020-05-11,227977,14466,5111,372,65964,2908023
Mexico,North-America,128000000,2020-05-12,235163,7186,5322,211,70610,2918634
Mexico,North-America,128000000,2020-05-13,255178,20015,5767,445,82330,3035797
Mexico,North-America,128000000,2020-05-14,266312,11134,5917,150,84202,3412611
Mexico,North-America,128000000,2020-05-15,268469,2157,5917,0,93824,3449607
Mexico,North-America,128000000,2020-05-16,268469,0,6083,166,104565,3531197
Mexico,North-America,128000000,2020-05-17,292905,24436,6379,296,118006,3666317
Mexico,North-America,128000000,2020-05-18,324736,31831,7302,923,128036,4328624
Mexico,North-America,128000000,2020-05-19,333610,8874,7302,0,131936,4328624
Mexico,North-America,128000000,2020-05-20,333610,0,7514,212,134446,4328624
Mexico,North-America,128000000,2020-05-21,333610,0,7514,0,148742,4328624
Mexico,North-America,128000000,2020-05-22,365090,31480,8040,526,168452,4499977
Mexico,North-America,128000000,2020-05-23,365846,756,8417,377,173400,4538077
Mexico,North-America,128000000,2020-05-24,379457,13611,8417,0,186366,4685497
Mexico,North-America,128000000,2020-05-25,393386,13929,8617,200,201246,4685497
Mexico,North-America,128000000,2020-05-26,393386,0,8621,4,210953,5117239
Mexico,North-America,128000000,2020-05-27,393386,0,8919,298,231949,5117239
Mexico,North-America,128000000,2020-05-28,393386,0,8919,0,231949,5117239
Mexico,North-America,128000000,2020-05-29,398053,4667,8937,18,231949,5117239
Mexico,North-America,128000000,2020-05-30,398053,0,8954,17,250075,5182174
Mexico,North-America,128000000,2020-05-31,417829,19776,9355,401,250075,5374190
Mexico,North-America,128000000,2020-06-01,417829,0,9355,0,296827,5374190
Mexico,North-America,128000000,2020-06-02,431456,13627,9755,400,296827,5420590
Mexico,North-America,128000000,2020-06-03,431456,0,9755,0,297251,5420590
Mexico,North-America,128000000,2020-06-04,431456,0,9834,79,297251,5420590
Mexico,North-America,128000000,2020-06-05,431456,0,9854,20,333591,5420590
Mexico,North-America,128000000,2020-06-06,434144,2688,9877,23,333591,5450161
Mexico,North-America,128000000,2020-06-07,434144,0,9877,0,350336,5450161
Mexico,North-America,128000000,2020-06-08,443445,9301,9877,0,350336,5526127
Mexico,North-America,128000000,2020-06-09,443445,0,10078,201,350336,5526127
Mexico,North-America,128000000,2020-06-10,443445,0,10078,0,366203,5526127
Mexico,North-America,128000000,2020-06-11,443445,0,10078,0,366203,5596047
Mexico,North-America,128000000,2020-06-12,443445,0,10078,0,366203,5596047
Mexico,North-America,128000000,2020-06-13,443445,0,10078,0,366203,5601029
Mexico,North-America,128000000,2020-06-14,460362,16917,10765,687,366203,5601029
Mexico,North-America,128000000,2020-06-15,460362,0,10765,0,370237,5764885
Mexico,North-America,128000000,2020-06-16,460362,0,10765,0,405229,5764885
Mexico,North-America,128000000,2020-06-17,460362,0,10765,0,405229,5764885
Mexico,North-America,128000000,2020-06-18,460362,0,10765,0,405229,5781217
Australia,Oceania,25000000,2020-03-01,3133,3133,110,110,2690,39970
Australia,Oceania,25000000,2020-03-02,3232,99,112,2,2690,42361
Australia,Oceania,25000000,2020-03-03,3602,370,128,16,2773,49557
Australia,Oceania,25000000,2020-03-04,3781,179,128,0,2803,49557
Australia,Oceania,25000000,2020-03-05,4386,605,156,28,2867,59937
Australia,Oceania,25000000,2020-03-06,4623,237,159,3,2867,60362
Australia,Oceania,25000000,2020-03-07,5356,733,189,30,2867,67538
Australia,Oceania,25000000,2020-03-08,5423,67,189,0,2867,74519
