City,Region,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,AQI,AQI_Category
Pune,Western-India,2023-06-19,29.4,60.3,12.0,7.9,0.83,56.0,30.3,73.6,8.7,91.0,Satisfactory
Pune,Western-India,2023-06-20,29.3,57.6,18.6,8.9,0.65,42.0,36.1,82.6,14.1,91.9,Satisfactory
Pune,Western-India,2023-06-21,35.1,45.9,27.0,5.3,0.59,44.2,33.4,78.6,12.1,101.3,Moderate
Pune,Western-India,2023-06-22,28.7,52.8,14.0,6.4,0.45,54.3,33.8,78.2,7.4,86.8,Satisfactory
Pune,Western-India,2023-06-23,25.3,54.3,20.6,6.6,0.69,44.1,32.9,73.1,4.0,82.4,Satisfactory
Pune,Western-India,2023-06-24,27.6,39.8,16.9,6.3,0.67,35.0,32.4,67.8,5.6,80.2,Satisfactory
Pune,Western-India,2023-06-25,21.6,41.4,23.2,7.8,0.54,62.9,32.0,63.4,13.7,70.5,Satisfactory
Pune,Western-India,2023-06-26,27.4,55.3,14.2,6.1,0.68,67.7,33.0,78.8,8.1,85.1,Satisfactory
Pune,Western-India,2023-06-27,25.8,41.9,13.4,6.6,0.78,59.3,33.3,77.0,16.9,76.3,Satisfactory
Pune,Western-India,2023-06-28,30.1,37.9,14.3,4.6,0.7,45.6,35.0,79.9,2.7,83.6,Satisfactory
Pune,Western-India,2023-06-29,33.8,57.2,12.9,7.5,0.64,65.4,35.2,68.1,4.0,99.2,Satisfactory
Pune,Western-India,2023-06-30,42.2,44.9,16.5,,0.66,41.3,33.2,70.6,7.8,113.1,Moderate
Pune,Western-India,2023-07-01,23.2,40.3,18.3,5.5,0.48,53.9,30.9,74.9,6.6,71.5,Satisfactory
Pune,Western-India,2023-07-02,29.4,47.1,18.8,7.2,0.47,65.4,31.9,83.0,12.2,87.7,Satisfactory
Pune,Western-India,2023-07-03,23.3,47.9,20.2,7.1,0.63,56.0,32.1,75.1,6.8,75.5,Satisfactory
Pune,Western-India,2023-07-04,32.5,44.3,20.8,7.3,0.49,61.5,37.7,70.8,13.0,93.7,Satisfactory
Pune,Western-India,2023-07-05,20.9,43.6,14.7,6.8,0.45,51.6,34.5,66.8,11.5,67.0,Satisfactory
Pune,Western-India,2023-07-06,26.5,56.4,16.0,6.7,0.63,57.0,34.0,73.0,5.1,84.4,Satisfactory
Pune,Western-India,2023-07-07,24.2,45.5,15.5,6.6,0.34,43.9,35.7,68.0,6.7,75.0,Satisfactory
Pune,Western-India,2023-07-08,31.7,53.6,16.3,6.3,0.65,53.1,37.3,69.5,14.3,94.2,Satisfactory
Pune,Western-India,2023-07-09,27.3,62.4,14.9,8.8,0.64,47.0,31.9,77.9,10.0,88.5,Satisfactory
Pune,Western-India,2023-07-10,36.7,37.1,17.6,8.3,0.57,48.6,38.2,72.8,14.0,98.8,Satisfactory
Pune,Western-India,2023-07-11,31.7,52.2,16.6,5.7,0.48,58.4,32.3,77.9,10.1,93.5,Satisfactory
Pune,Western-India,2023-07-12,27.4,44.1,18.5,6.8,0.69,42.6,40.1,79.5,5.9,82.2,Satisfactory
Pune,Western-India,2023-07-13,28.0,45.4,14.2,6.3,0.63,53.5,34.8,61.9,6.3,82.4,Satisfactory
Pune,Western-India,2023-07-14,29.3,34.5,21.0,7.2,0.5,33.2,41.7,78.6,13.8,83.0,Satisfactory
Pune,Western-India,2023-07-15,23.6,53.0,16.2,6.3,0.58,59.3,36.3,74.3,10.4,76.9,Satisfactory
Pune,Western-India,2023-07-16,24.5,43.0,11.7,6.0,0.63,66.9,35.7,87.0,15.2,73.3,Satisfactory
Pune,Western-India,2023-07-17,26.7,54.3,15.5,5.1,0.67,56.4,35.6,72.6,5.5,83.6,Satisfactory
Pune,Western-India,2023-07-18,27.8,37.2,13.8,7.3,0.63,40.9,35.3,82.0,2.1,78.7,Satisfactory
Pune,Western-India,2023-07-19,34.6,63.3,21.4,6.2,0.47,36.5,32.8,67.3,4.7,105.7,Moderate
Pune,Western-India,2023-07-20,,43.3,16.3,7.6,0.42,54.1,30.0,78.8,15.2,83.6,Satisfactory
Pune,Western-India,2023-07-21,30.0,49.1,18.5,3.7,0.58,56.7,31.9,77.4,9.0,88.9,Satisfactory
Pune,Western-India,2023-07-22,29.3,48.8,17.0,7.0,0.45,49.0,33.0,71.0,11.1,87.5,Satisfactory
Pune,Western-India,2023-07-23,30.5,33.9,19.2,4.8,0.63,43.7,,76.1,5.9,84.4,Satisfactory
Pune,Western-India,2023-07-24,24.3,44.9,19.1,6.3,0.51,28.1,36.3,79.2,6.4,76.0,Satisfactory
Pune,Western-India,2023-07-25,34.4,48.7,16.0,6.6,0.75,25.8,38.5,69.8,7.7,97.8,Satisfactory
Pune,Western-India,2023-07-26,26.8,54.6,19.0,4.4,0.43,50.3,36.9,69.5,3.9,84.6,Satisfactory
Pune,Western-India,2023-07-27,31.7,47.4,14.9,5.3,0.41,34.9,33.5,75.0,2.2,91.1,Satisfactory
Pune,Western-India,2023-07-28,23.4,41.8,17.4,5.7,0.46,35.3,34.9,73.8,7.7,72.2,Satisfactory
Pune,Western-India,2023-07-29,20.0,47.9,19.5,6.6,0.6,62.5,33.2,65.5,8.4,68.4,Satisfactory
Pune,Western-India,2023-07-30,18.1,51.9,16.4,6.6,0.72,49.7,34.0,74.0,15.8,65.0,Satisfactory
Pune,Western-India,2023-07-31,33.6,46.0,19.8,7.8,0.69,54.6,37.1,71.0,10.0,96.5,Satisfactory
Pune,Western-India,2023-08-01,27.4,49.4,22.4,6.5,0.53,38.3,35.3,87.1,15.4,85.4,Satisfactory
Pune,Western-India,2023-08-02,29.2,54.0,21.5,6.6,0.54,49.2,32.6,74.0,13.1,90.8,Satisfactory
Pune,Western-India,2023-08-03,24.3,54.7,16.9,8.0,0.5,54.7,31.0,76.1,11.8,79.6,Satisfactory
Pune,Western-India,2023-08-04,28.5,39.3,19.1,5.7,0.56,44.4,34.9,67.8,7.5,82.4,Satisfactory
Pune,Western-India,2023-08-05,31.0,47.4,19.8,6.2,0.65,45.4,32.3,74.9,5.3,91.2,Satisfactory
Pune,Western-India,2023-08-06,28.5,51.5,20.6,5.8,0.69,42.7,,83.1,5.0,87.8,Satisfactory
Pune,Western-India,2023-08-07,35.0,56.2,19.3,7.0,0.83,41.9,35.1,72.2,12.5,103.2,Moderate
Pune,Western-India,2023-08-08,25.9,54.4,21.7,9.3,0.66,40.5,36.0,79.5,9.2,84.6,Satisfactory
Jaipur,Northern-India,2023-01-01,143.9,215.8,43.0,41.3,1.91,30.9,17.8,26.2,7.0,409.7,Severe
Jaipur,Northern-India,2023-01-02,97.7,211.2,48.2,28.1,2.09,35.6,15.2,32.9,3.5,309.8,Very Poor
Jaipur,Northern-India,2023-01-03,127.8,164.3,39.3,35.8,2.06,35.6,18.3,38.8,14.1,353.0,Very Poor
Jaipur,Northern-India,2023-01-04,103.1,221.6,45.9,41.3,1.74,36.7,13.8,38.4,4.2,327.2,Very Poor
Jaipur,Northern-India,2023-01-05,114.9,211.5,49.1,24.7,2.21,43.5,13.5,39.8,13.4,345.5,Very Poor
Jaipur,Northern-India,2023-01-06,97.9,262.7,50.6,27.1,1.51,40.2,13.8,30.4,3.7,331.2,Very Poor
Jaipur,Northern-India,2023-01-07,123.1,217.8,44.8,36.4,1.85,,17.8,38.3,10.5,366.3,Very Poor
Jaipur,Northern-India,2023-01-08,135.4,184.1,53.8,42.1,2.41,43.1,15.7,34.6,9.9,382.5,Very Poor
Jaipur,Northern-India,2023-01-09,141.7,234.6,47.0,56.1,2.37,30.3,15.9,32.3,4.2,416.7,Severe
Jaipur,Northern-India,2023-01-10,129.4,184.8,49.4,46.9,2.14,42.0,14.9,29.0,7.1,369.9,Very Poor
Jaipur,Northern-India,2023-01-11,119.2,140.0,54.5,43.1,2.64,32.2,12.7,35.5,2.2,331.2,Very Poor
Jaipur,Northern-India,2023-01-12,118.8,217.6,40.7,29.5,2.53,30.6,18.6,32.0,2.7,354.6,Very Poor
Jaipur,Northern-India,2023-01-13,,187.0,50.1,39.3,1.7,25.5,17.8,29.7,4.1,249.4,Poor
Jaipur,Northern-India,2023-01-14,143.3,142.3,54.7,45.5,2.06,45.8,12.0,36.4,2.5,383.5,Very Poor
Jaipur,Northern-India,2023-01-15,126.2,170.7,43.1,43.2,2.27,39.4,13.6,35.6,3.3,355.0,Very Poor
Jaipur,Northern-India,2023-01-16,101.6,239.3,53.3,37.5,2.13,47.9,17.7,35.4,11.6,332.5,Very Poor
Jaipur,Northern-India,2023-01-17,94.3,197.2,54.0,43.5,1.8,35.6,13.8,39.9,5.9,301.7,Very Poor
Jaipur,Northern-India,2023-01-18,95.5,202.8,47.8,33.2,2.06,33.9,12.4,34.4,6.5,302.6,Very Poor
Jaipur,Northern-India,2023-01-19,96.9,189.8,,37.9,2.05,46.6,16.8,42.6,7.7,304.1,Very Poor
Jaipur,Northern-India,2023-01-20,146.5,215.7,44.4,44.4,2.3,40.0,14.3,32.8,6.4,416.1,Severe
Jaipur,Northern-India,2023-01-21,94.5,188.0,,22.7,1.75,35.8,12.9,39.6,6.7,291.7,Poor
Jaipur,Northern-India,2023-01-22,115.2,233.1,43.4,36.6,2.43,27.6,17.8,29.6,9.6,355.4,Very Poor
Jaipur,Northern-India,2023-01-23,107.0,231.1,,35.1,1.78,47.8,12.1,28.1,7.3,340.1,Very Poor
Jaipur,Northern-India,2023-01-24,113.1,211.2,55.8,39.2,1.99,36.9,17.5,41.7,6.2,346.5,Very Poor
Jaipur,Northern-India,2023-01-25,97.9,219.0,45.0,29.4,1.79,35.2,18.7,28.3,10.4,312.6,Very Poor
Jaipur,Northern-India,2023-01-26,105.6,259.5,49.2,45.4,1.87,31.0,16.6,40.2,14.6,349.4,Very Poor
Jaipur,Northern-India,2023-01-27,100.3,219.2,57.8,18.9,2.1,34.5,15.6,38.1,3.9,319.4,Very Poor
Jaipur,Northern-India,2023-01-28,107.8,223.3,58.5,42.8,2.0,45.0,15.0,30.6,1.7,341.8,Very Poor
Jaipur,Northern-India,2023-01-29,121.4,231.1,60.0,36.8,2.23,45.9,18.2,33.9,5.3,372.8,Very Poor
Jaipur,Northern-India,2023-01-30,91.4,179.7,44.5,34.5,1.81,42.0,16.6,40.0,7.4,284.1,Poor
Jaipur,Northern-India,2023-01-31,86.6,158.0,49.1,37.9,1.62,25.0,14.9,40.4,7.4,267.4,Poor
Jaipur,Northern-India,2023-02-01,83.5,186.1,54.2,31.5,2.24,40.4,19.0,36.8,12.8,272.3,Poor
Jaipur,Northern-India,2023-02-02,94.9,188.6,36.7,35.8,1.89,35.1,15.1,41.8,2.7,292.9,Poor
Jaipur,Northern-India,2023-02-03,103.1,268.1,48.3,27.6,2.63,30.8,19.4,41.5,2.6,343.8,Very Poor
Jaipur,Northern-India,2023-02-04,131.5,180.4,43.5,41.1,1.93,29.9,14.8,34.9,15.0,369.6,Very Poor
Jaipur,Northern-India,2023-02-05,108.9,206.0,48.4,35.9,2.15,36.2,16.5,41.9,2.4,332.7,Very Poor
Jaipur,Northern-India,2023-02-06,97.4,206.9,47.6,31.2,2.24,27.8,15.1,39.4,16.8,307.7,Very Poor
Jaipur,Northern-India,2023-02-07,104.4,246.9,58.6,36.6,2.27,35.4,13.5,37.0,4.3,342.8,Very Poor
Jaipur,Northern-India,2023-02-08,93.7,197.1,47.5,30.3,2.04,37.4,14.2,33.6,3.0,295.9,Poor
Jaipur,Northern-India,2023-02-09,71.1,207.2,48.9,41.4,2.05,41.7,14.8,39.3,4.5,255.1,Poor
Jaipur,Northern-India,2023-02-10,86.8,214.4,43.6,37.2,1.91,32.7,18.2,36.6,6.4,288.6,Poor
Jaipur,Northern-India,2023-02-11,125.7,189.4,51.4,36.5,2.07,24.0,11.1,40.9,3.1,362.5,Very Poor
Jaipur,Northern-India,2023-02-12,99.1,182.4,43.6,48.2,2.37,30.6,13.6,22.6,8.9,303.7,Very Poor
Jaipur,Northern-India,2023-02-13,106.7,227.6,52.8,37.0,1.86,30.5,15.3,38.3,4.1,338.3,Very Poor
Jaipur,Northern-India,2023-02-14,109.4,290.4,43.8,39.6,1.67,25.4,22.4,31.8,6.5,366.9,Very Poor
Jaipur,Northern-India,2023-02-15,84.6,210.0,41.2,34.1,2.37,47.9,15.5,46.5,9.3,280.9,Poor
Jaipur,Northern-India,2023-02-16,84.8,230.7,58.1,35.9,1.58,46.7,16.6,49.6,3.0,295.0,Poor
Jaipur,Northern-India,2023-02-17,112.3,213.3,53.4,36.4,2.23,40.5,14.1,43.6,17.3,344.4,Very Poor
Jaipur,Northern-India,2023-02-18,118.8,171.7,49.3,44.4,1.86,49.1,18.0,39.1,6.1,341.8,Very Poor
Jaipur,Northern-India,2023-02-19,101.3,183.7,56.1,27.5,1.96,42.5,13.8,38.8,8.0,308.5,Very Poor
Jaipur,Northern-India,2023-02-20,130.7,161.8,36.8,43.2,1.93,16.2,13.6,45.1,9.6,358.8,Very Poor
Jaipur,Northern-India,2023-02-21,113.2,204.7,54.4,31.6,1.72,37.5,20.4,40.8,4.8,342.2,Very Poor
Jaipur,Northern-India,2023-02-22,120.4,212.4,42.3,42.2,1.51,46.8,14.6,38.0,10.2,358.9,Very Poor
Jaipur,Northern-India,2023-02-23,111.1,194.8,30.3,26.9,2.08,36.2,16.6,45.4,12.6,325.7,Very Poor
Jaipur,Northern-India,2023-02-24,101.3,194.4,47.7,38.9,2.29,31.0,14.1,43.6,4.7,312.6,Very Poor
Jaipur,Northern-India,2023-02-25,88.9,252.3,43.3,,2.29,34.3,14.3,39.8,7.0,310.1,Very Poor
Jaipur,Northern-India,2023-02-26,130.4,214.5,41.3,31.8,1.85,31.6,14.2,44.6,7.2,378.4,Very Poor
Jaipur,Northern-India,2023-02-27,111.4,192.8,44.2,32.7,2.19,39.7,19.3,42.7,11.7,330.9,Very Poor
Jaipur,Northern-India,2023-02-28,81.9,165.2,33.2,26.2,1.47,39.3,16.3,44.8,6.0,253.3,Poor
Jaipur,Northern-India,2023-03-01,80.2,174.3,41.6,,1.96,,14.7,47.3,8.5,258.3,Poor
Jaipur,Northern-India,2023-03-02,98.5,198.8,33.8,36.3,1.36,37.8,15.7,50.7,7.7,303.7,Very Poor
Jaipur,Northern-India,2023-03-03,106.1,196.5,50.7,39.1,2.07,45.5,17.0,39.6,4.5,324.5,Very Poor
Jaipur,Northern-India,2023-03-04,129.0,163.3,35.1,35.3,2.17,31.1,20.6,46.1,9.4,353.9,Very Poor
Jaipur,Northern-India,2023-03-05,108.1,169.8,44.2,50.3,2.16,36.0,17.9,45.1,13.7,318.2,Very Poor
Jaipur,Northern-India,2023-03-06,93.8,163.5,47.5,43.0,1.1,41.8,17.2,36.6,14.5,285.3,Poor
Jaipur,Northern-India,2023-03-07,80.8,173.1,48.1,33.3,1.96,40.7,14.7,48.4,3.6,260.0,Poor
Jaipur,Northern-India,2023-03-08,112.6,207.1,42.1,31.7,2.0,33.5,18.5,51.0,17.8,338.3,Very Poor
Jaipur,Northern-India,2023-03-09,99.5,201.4,39.3,33.7,1.84,47.2,19.0,46.5,1.8,308.1,Very Poor
Jaipur,Northern-India,2023-03-10,101.4,205.8,45.5,25.0,1.72,34.3,20.3,40.4,7.6,313.8,Very Poor
Jaipur,Northern-India,2023-03-11,91.7,200.1,51.6,25.6,1.95,26.0,15.6,31.7,3.0,293.3,Poor
Jaipur,Northern-India,2023-03-12,62.6,192.4,43.6,40.7,1.79,30.5,,40.6,3.8,229.6,Poor
Jaipur,Northern-India,2023-03-13,89.3,185.3,38.0,32.0,1.77,58.9,16.2,44.3,9.0,279.4,Poor
Jaipur,Northern-India,2023-03-14,104.1,194.8,39.0,30.7,2.29,48.0,18.9,51.8,9.9,314.5,Very Poor
Jaipur,Northern-India,2023-03-15,120.0,226.0,38.0,30.4,1.89,40.3,20.1,51.2,8.9,359.9,Very Poor
Jaipur,Northern-India,2023-03-16,114.0,152.8,37.4,26.4,2.12,29.6,17.7,46.7,2.9,316.9,Very Poor
Jaipur,Northern-India,2023-03-17,91.3,179.7,40.8,35.8,1.49,26.0,16.3,41.5,4.0,283.0,Poor
Jaipur,Northern-India,2023-03-18,99.1,179.3,38.4,42.9,2.26,43.9,18.3,45.3,6.1,299.9,Poor
Jaipur,Northern-India,2023-03-19,85.6,212.2,50.5,26.1,1.97,28.8,18.7,44.4,1.8,285.0,Poor
Jaipur,Northern-India,2023-03-20,,158.1,42.8,33.3,1.79,21.8,23.8,45.8,2.4,336.6,Very Poor
Jaipur,Northern-India,2023-03-21,84.8,142.2,39.2,44.0,1.5,45.1,14.9,53.7,4.5,255.4,Poor
Jaipur,Northern-India,2023-03-22,109.9,197.4,36.8,22.4,2.01,38.2,20.6,40.6,9.3,325.2,Very Poor
Jaipur,Northern-India,2023-03-23,83.4,182.8,39.4,33.7,1.92,31.1,20.2,49.9,5.6,266.8,Poor
Jaipur,Northern-India,2023-03-24,90.8,229.2,36.0,30.1,2.12,45.4,22.1,49.5,2.5,299.2,Poor
Jaipur,Northern-India,2023-03-25,67.9,206.3,38.4,23.4,1.95,39.2,19.5,56.0,6.2,241.3,Poor
Jaipur,Northern-India,2023-03-26,81.7,142.5,33.6,37.2,1.96,41.3,17.3,50.4,2.4,246.1,Poor
Jaipur,Northern-India,2023-03-27,83.2,187.9,39.5,22.6,1.88,41.4,20.7,47.0,6.2,266.2,Poor
Jaipur,Northern-India,2023-03-28,76.1,175.4,31.5,40.5,1.95,,15.7,52.7,6.3,247.5,Poor
Jaipur,Northern-India,2023-03-29,102.6,158.9,35.0,35.4,2.15,29.6,19.2,44.1,7.7,296.6,Poor
Jaipur,Northern-India,2023-03-30,95.4,185.5,36.0,35.7,2.03,36.9,19.1,59.8,15.7,292.4,Poor
Jaipur,Northern-India,2023-03-31,,155.3,36.3,23.0,2.06,42.8,18.8,47.7,14.3,280.1,Poor
Jaipur,Northern-India,2023-04-01,77.2,155.6,30.4,25.7,1.52,50.6,17.1,54.1,6.3,238.6,Poor
Jaipur,Northern-India,2023-04-02,96.2,154.3,39.8,27.1,1.99,47.4,17.9,56.7,12.7,281.1,Poor
Jaipur,Northern-India,2023-04-03,71.9,163.2,46.1,34.7,1.77,37.6,20.6,44.1,15.8,237.1,Poor
Jaipur,Northern-India,2023-04-04,89.6,136.9,39.9,29.0,1.54,41.3,21.9,55.6,11.7,260.6,Poor
Jaipur,Northern-India,2023-04-05,91.4,135.7,26.8,25.7,1.68,32.2,19.7,55.5,5.4,259.5,Poor
Jaipur,Northern-India,2023-04-06,69.3,173.0,33.4,29.2,1.77,35.6,18.5,54.8,16.3,230.5,Poor
Jaipur,Northern-India,2023-04-07,83.7,161.8,42.1,30.6,1.74,38.2,21.1,51.7,16.3,259.3,Poor
Jaipur,Northern-India,2023-04-08,81.1,165.7,35.3,35.3,1.33,31.6,21.8,56.0,8.7,254.1,Poor
Jaipur,Northern-India,2023-04-09,79.6,172.9,38.0,25.0,1.81,40.3,24.3,47.6,15.3,252.8,Poor
Jaipur,Northern-India,2023-04-10,80.1,111.7,37.1,27.3,1.46,43.1,20.7,52.9,7.6,229.4,Poor
Jaipur,Northern-India,2023-04-11,82.1,191.5,27.8,25.8,1.9,40.7,22.9,51.2,7.1,262.4,Poor
Jaipur,Northern-India,2023-04-12,82.4,135.4,36.1,22.5,1.87,49.0,21.0,52.5,11.0,242.4,Poor
Jaipur,Northern-India,2023-04-13,86.7,174.1,27.5,30.5,1.36,39.3,21.8,50.5,4.4,266.1,Poor
Jaipur,Northern-India,2023-04-14,86.0,145.3,29.7,29.3,2.05,37.1,21.6,61.1,2.2,253.6,Poor
Jaipur,Northern-India,2023-04-15,66.3,117.2,29.8,23.9,1.17,28.0,22.4,57.6,16.7,199.9,Moderate
Jaipur,Northern-India,2023-04-16,67.8,128.6,42.8,22.8,1.34,40.8,18.5,59.9,8.3,211.3,Poor
Jaipur,Northern-India,2023-04-17,84.4,125.0,24.4,28.1,1.43,26.1,23.1,60.1,13.6,240.2,Poor
Jaipur,Northern-India,2023-04-18,60.6,175.7,33.8,30.8,1.7,45.1,20.6,60.0,9.5,213.8,Poor
Jaipur,Northern-India,2023-04-19,79.2,135.0,37.1,24.5,1.55,36.8,23.2,56.3,12.8,236.3,Poor
Jaipur,Northern-India,2023-04-20,92.2,132.9,35.3,29.6,1.64,31.8,22.6,58.6,17.1,263.2,Poor
Jaipur,Northern-India,2023-04-21,69.5,166.0,23.0,22.4,1.0,34.5,25.6,66.1,5.8,223.7,Poor
Jaipur,Northern-India,2023-04-22,91.4,119.3,32.4,23.6,1.53,42.9,24.7,61.5,2.7,254.2,Poor
Jaipur,Northern-India,2023-04-23,75.3,155.3,27.5,22.7,1.23,29.2,24.6,69.0,14.5,233.2,Poor
Jaipur,Northern-India,2023-04-24,65.4,166.6,28.3,29.3,0.82,42.5,23.7,52.5,3.6,218.4,Poor
Jaipur,Northern-India,2023-04-25,69.9,161.9,24.2,28.8,1.74,61.8,23.7,58.2,5.4,224.6,Poor
Jaipur,Northern-India,2023-04-26,83.9,106.2,30.9,23.0,1.43,30.6,25.3,59.0,2.2,232.5,Poor
Jaipur,Northern-India,2023-04-27,72.1,159.1,27.6,25.8,1.37,61.8,22.8,57.1,7.9,228.4,Poor
Jaipur,Northern-India,2023-04-28,76.7,155.3,33.8,21.6,1.15,37.8,25.4,67.2,15.9,237.7,Poor
Jaipur,Northern-India,2023-04-29,69.3,154.2,36.8,28.9,1.42,50.8,24.7,60.3,8.0,224.1,Poor
Jaipur,Northern-India,2023-04-30,,103.0,34.3,18.7,1.19,58.5,22.1,56.9,12.3,222.9,Poor
Jaipur,Northern-India,2023-05-01,65.0,123.6,35.0,30.2,1.29,,22.6,64.7,5.8,202.4,Poor
Jaipur,Northern-India,2023-05-02,86.0,133.9,22.4,28.3,1.27,57.5,27.8,64.9,6.9,246.6,Poor
Jaipur,Northern-India,2023-05-03,66.6,167.9,25.8,33.3,1.37,41.3,24.5,59.3,10.5,221.4,Poor
Jaipur,Northern-India,2023-05-04,71.6,122.9,32.7,24.5,1.22,35.5,27.3,69.6,13.0,214.2,Poor
Jaipur,Northern-India,2023-05-05,52.1,93.9,29.8,18.6,1.15,48.0,26.6,65.8,12.3,159.6,Moderate
Jaipur,Northern-India,2023-05-06,65.7,132.0,27.9,17.6,1.49,44.2,28.1,61.5,6.5,202.6,Poor
Jaipur,Northern-India,2023-05-07,83.9,120.3,27.2,20.0,1.38,49.7,25.9,69.0,3.0,236.4,Poor
Jaipur,Northern-India,2023-05-08,78.6,102.3,25.7,22.1,0.98,54.2,24.3,69.4,7.4,218.1,Poor
Jaipur,Northern-India,2023-05-09,68.8,125.8,19.2,26.9,1.47,35.2,28.0,60.9,16.9,205.8,Poor
Jaipur,Northern-India,2023-05-10,57.2,100.2,25.2,21.8,1.05,36.8,27.3,58.9,2.9,172.2,Moderate
Jaipur,Northern-India,2023-05-11,58.3,108.2,,25.0,1.3,45.5,25.1,57.5,7.1,180.5,Moderate
Jaipur,Northern-India,2023-05-12,47.0,126.6,22.9,26.1,1.53,28.0,27.2,71.5,11.8,161.5,Moderate
Jaipur,Northern-India,2023-05-13,70.6,96.8,29.8,18.8,1.21,50.3,26.2,66.7,6.0,199.7,Moderate
Jaipur,Northern-India,2023-05-14,49.0,126.9,25.7,20.7,0.89,25.4,27.7,59.3,18.3,165.5,Moderate
Jaipur,Northern-India,2023-05-15,46.7,156.3,24.9,24.8,1.01,41.4,26.6,63.2,10.2,173.1,Moderate
Jaipur,Northern-India,2023-05-16,44.1,131.9,27.8,20.3,1.37,39.4,28.6,66.6,4.2,157.7,Moderate
Jaipur,Northern-India,2023-05-17,56.1,113.4,27.5,21.7,1.21,48.1,26.5,59.7,5.0,175.8,Moderate
Jaipur,Northern-India,2023-05-18,52.0,92.9,29.6,18.6,1.53,26.1,25.9,72.3,8.0,159.0,Moderate
Jaipur,Northern-India,2023-05-19,53.5,120.2,31.9,22.9,1.0,52.1,28.4,75.2,3.1,174.6,Moderate
Jaipur,Northern-India,2023-05-20,63.1,101.8,27.7,8.5,0.91,36.6,30.4,69.2,6.8,183.3,Moderate
Jaipur,Northern-India,2023-05-21,54.8,115.0,26.3,24.2,1.22,44.8,28.5,69.3,7.4,173.8,Moderate
Jaipur,Northern-India,2023-05-22,63.3,118.4,24.8,17.7,0.86,52.4,30.0,71.6,13.3,191.2,Moderate
Jaipur,Northern-India,2023-05-23,59.5,102.7,27.9,22.3,1.25,40.5,32.2,68.8,11.5,178.9,Moderate
Jaipur,Northern-India,2023-05-24,56.5,109.9,26.3,16.3,1.21,37.8,30.1,67.9,15.7,173.9,Moderate
Jaipur,Northern-India,2023-05-25,52.0,118.0,24.0,17.6,1.17,33.6,28.3,62.4,8.4,167.1,Moderate
Jaipur,Northern-India,2023-05-26,43.4,126.3,19.2,22.1,1.1,45.2,28.6,66.0,2.5,151.8,Moderate
Jaipur,Northern-India,2023-05-27,52.4,91.4,25.3,21.4,1.05,49.1,32.7,71.9,14.1,158.4,Moderate
Jaipur,Northern-India,2023-05-28,57.8,72.2,22.9,18.3,1.07,26.4,29.6,66.9,11.0,160.8,Moderate
Jaipur,Northern-India,2023-05-29,46.5,120.7,20.9,19.7,1.13,25.9,29.7,75.4,4.0,156.0,Moderate
Jaipur,Northern-India,2023-05-30,59.5,95.6,22.4,19.0,0.96,35.6,31.4,73.6,6.1,173.7,Moderate
Jaipur,Northern-India,2023-05-31,51.6,86.2,33.5,15.4,0.61,26.3,27.4,75.7,3.1,155.9,Moderate
Jaipur,Northern-India,2023-06-01,64.3,82.8,24.0,17.3,0.97,34.0,31.6,71.6,4.8,178.9,Moderate
Jaipur,Northern-India,2023-06-02,50.0,79.7,24.5,15.8,0.99,31.3,29.5,73.2,3.4,147.4,Moderate
Jaipur,Northern-India,2023-06-03,62.8,104.8,26.7,19.0,1.11,47.4,31.3,73.6,9.5,185.7,Moderate
Jaipur,Northern-India,2023-06-04,53.9,102.0,25.0,18.5,1.08,46.8,26.3,71.3,4.0,165.2,Moderate
Jaipur,Northern-India,2023-06-05,50.2,92.3,20.5,14.8,1.03,37.7,31.8,77.1,6.2,151.4,Moderate
Jaipur,Northern-India,2023-06-06,59.2,70.2,16.8,19.0,0.91,34.6,28.3,74.6,11.2,161.2,Moderate
Jaipur,Northern-India,2023-06-07,41.2,89.0,23.7,18.1,0.82,52.0,31.1,72.2,12.3,132.9,Moderate
Jaipur,Northern-India,2023-06-08,40.3,85.9,17.5,19.2,0.89,49.8,32.5,67.0,13.2,128.1,Moderate
Jaipur,Northern-India,2023-06-09,53.5,101.8,23.2,15.2,0.82,32.1,29.7,76.9,4.9,163.2,Moderate
Jaipur,Northern-India,2023-06-10,45.8,118.2,24.6,18.7,1.29,42.5,32.9,76.3,3.7,154.6,Moderate
Jaipur,Northern-India,2023-06-11,56.2,73.9,21.8,18.3,0.99,38.2,30.7,71.4,15.2,157.8,Moderate
Jaipur,Northern-India,2023-06-12,51.2,81.8,20.3,18.1,0.73,41.9,30.5,75.9,6.4,150.0,Moderate
Jaipur,Northern-India,2023-06-13,62.0,106.8,22.3,15.4,1.07,51.9,29.6,72.5,6.3,182.6,Moderate
Jaipur,Northern-India,2023-06-14,47.4,90.9,24.7,15.3,0.77,43.5,31.8,78.8,6.0,146.4,Moderate
Jaipur,Northern-India,2023-06-15,48.4,109.5,22.9,18.2,0.82,42.9,34.3,73.8,11.5,155.9,Moderate
Jaipur,Northern-India,2023-06-16,47.5,93.9,22.4,19.5,0.97,44.7,34.1,75.4,5.8,147.9,Moderate
Jaipur,Northern-India,2023-06-17,46.4,63.3,22.0,16.4,0.86,47.9,28.7,72.3,11.2,132.7,Moderate
